State,Month,no2
Florida,07/2016,5.314462820823245
Florida,08/2016,5.444749047499999
Florida,09/2016,6.311800085574571
Florida,10/2016,6.488871747311828
Florida,11/2016,9.762713007194245
Florida,12/2016,6.760649007772021
Georgia,01/2016,17.29050504301075
Georgia,02/2016,15.088967103448278
Georgia,03/2016,15.034907720430107
Georgia,04/2016,15.7017989
Georgia,05/2016,14.328714129032258
Georgia,06/2016,15.763444944444444
Georgia,07/2016,12.062021129032258
Georgia,08/2016,12.208983623655914
Georgia,09/2016,15.098031722222224
Georgia,10/2016,19.768262220779224
Georgia,11/2016,20.705899155555556
Georgia,12/2016,16.527214161290324
Hawaii,01/2016,5.429706516129032
Hawaii,02/2016,4.768707586206897
Hawaii,03/2016,3.2601763333333333
Hawaii,04/2016,3.245892066666667
Hawaii,05/2016,2.6786470749999998
Hawaii,06/2016,3.5609536666666672
Hawaii,07/2016,2.477273618181818
Hawaii,08/2016,1.8814902931034483
Hawaii,09/2016,2.604075927272727
Hawaii,10/2016,4.6576599375
Hawaii,11/2016,4.990866222222222
Hawaii,12/2016,4.671831709677419
Idaho,01/2016,16.63600390322581
Idaho,02/2016,12.091713724137932
Idaho,03/2016,8.00904070967742
Idaho,04/2016,7.957302666666664
Idaho,05/2016,5.808151774193549
Idaho,06/2016,7.0661852000000005
Idaho,07/2016,7.2014053103448274
Idaho,08/2016,9.498617258064517
Idaho,09/2016,8.310903699999999
Idaho,10/2016,8.925304225806451
Idaho,11/2016,9.537543699999997
Idaho,12/2016,17.078728193548386
Rhode Island,01/2016,16.11042546236559
Rhode Island,02/2016,14.183709172413794
Rhode Island,03/2016,9.411597637096778
Rhode Island,04/2016,9.140603183333333
Rhode Island,05/2016,7.986476596774194
Rhode Island,06/2016,7.020453669491526
Rhode Island,07/2016,7.543273901639344
Rhode Island,08/2016,7.245409112903227
Rhode Island,09/2016,7.305346066666666
Rhode Island,10/2016,8.696080306451611
Rhode Island,11/2016,14.8699465
Rhode Island,12/2016,16.221852344086017
Illinois,01/2016,17.36671778494624
Illinois,02/2016,16.214914387283237
Illinois,03/2016,14.31554111827957
Illinois,04/2016,14.010471460000002
Illinois,05/2016,14.45811049032258
Illinois,06/2016,13.59173864
Illinois,07/2016,10.887003149350651
Illinois,08/2016,10.8100656640625
Illinois,09/2016,10.486125916666667
Illinois,10/2016,12.388554979591838
Illinois,11/2016,15.381412233333334
Illinois,12/2016,15.553437339805825
Indiana,01/2016,10.032299379146922
Indiana,02/2016,8.966501122340425
Indiana,03/2016,7.14221807
Indiana,04/2016,6.948355174603176
Indiana,05/2016,7.010237964467005
Indiana,06/2016,7.535278629807692
Indiana,07/2016,7.008022772020724
Indiana,08/2016,7.208864216346154
Indiana,09/2016,8.169613792929292
Indiana,10/2016,7.869322366666668
Indiana,11/2016,10.530636347826087
Indiana,12/2016,10.537670781725888
Iowa,01/2016,7.637988451612903
Iowa,02/2016,6.433346543103449
Iowa,03/2016,5.770046024193549
Iowa,04/2016,4.834655926605506
Iowa,05/2016,5.274559243902439
Iowa,06/2016,4.3150861916666665
Iowa,07/2016,3.9525879385964915
Iowa,08/2016,4.258482560975611
Iowa,09/2016,3.884419408695652
Iowa,10/2016,5.195505201612904
Iowa,11/2016,7.101640892857143
Iowa,12/2016,6.346659556451613
Kentucky,01/2016,8.04594281308411
Kentucky,02/2016,7.338055584158416
Kentucky,03/2016,6.617321603686635
Kentucky,04/2016,6.337584143540671
Kentucky,05/2016,5.352341456221199
Kentucky,06/2016,5.673219245192308
Kentucky,07/2016,4.977718562500001
Kentucky,08/2016,4.952837981308411
Kentucky,09/2016,6.139910956097561
Kentucky,10/2016,6.7838081168224305
Kentucky,11/2016,9.625105447619047
Kentucky,12/2016,6.809501239631337
Louisiana,01/2016,8.089001571942445
Louisiana,02/2016,8.750110070038913
Louisiana,03/2016,6.779503859205776
Louisiana,04/2016,6.4884358872180465
Louisiana,05/2016,5.736618996350365
Louisiana,06/2016,5.684199896296296
Louisiana,07/2016,5.847882458181818
Louisiana,08/2016,5.444994168627451
Louisiana,09/2016,6.523661567226891
Louisiana,10/2016,8.102911744939272
Louisiana,11/2016,8.064834391129033
Louisiana,12/2016,6.6408836129032265
Maine,01/2016,6.455489
Maine,02/2016,5.1268586379310355
Maine,03/2016,3.65695059375
Maine,04/2016,3.2748436777777776
Maine,05/2016,2.2660436989247317
Maine,06/2016,1.9300808999999999
Maine,07/2016,2.063292698924731
Maine,08/2016,2.427154876404494
Maine,09/2016,2.935941202247191
Maine,10/2016,3.0937552795698924
Maine,11/2016,4.3851705222222215
Maine,12/2016,6.919229279569893
Maryland,01/2016,15.817304135135133
Maryland,02/2016,13.337435603448277
Maryland,03/2016,12.97620064516129
Maryland,04/2016,10.933872922155688
Maryland,05/2016,11.115720132867132
Maryland,06/2016,10.157116761589403
Maryland,07/2016,8.944630532258063
Maryland,08/2016,9.022952440860216
Maryland,09/2016,9.403825500000002
Maryland,10/2016,10.369312994186046
Maryland,11/2016,14.43620141111111
Maryland,12/2016,11.71416911827957
Massachusetts,01/2016,11.645538465798047
Massachusetts,02/2016,10.782617034722222
Massachusetts,03/2016,8.785944419354838
Massachusetts,04/2016,8.480667979310343
Massachusetts,05/2016,8.086067757475083
Massachusetts,06/2016,6.342758568561872
Massachusetts,07/2016,6.639845229508197
Massachusetts,08/2016,6.75333875974026
Massachusetts,09/2016,7.030398740000001
Massachusetts,10/2016,8.16180099339934
Massachusetts,11/2016,10.479146163265307
Massachusetts,12/2016,11.888624261290323
Michigan,01/2016,12.74833147983871
Michigan,02/2016,10.689184793103449
Michigan,03/2016,11.409767662222222
Michigan,04/2016,9.864375308370045
Michigan,05/2016,10.129158684210527
Michigan,06/2016,9.179827269911504
Michigan,07/2016,7.896317097046413
Michigan,08/2016,8.462075133640553
Michigan,09/2016,9.290288262008733
Michigan,10/2016,9.203788804081634
Michigan,11/2016,11.76581450442478
Michigan,12/2016,10.983889516393443
Minnesota,01/2016,11.200781367741936
Minnesota,02/2016,9.159740255172416
Minnesota,03/2016,7.782833316129032
Minnesota,04/2016,6.500219733333333
Minnesota,05/2016,8.46176744155844
Minnesota,06/2016,7.1674822550335575
Minnesota,07/2016,5.849995741935483
Minnesota,08/2016,6.847587705035972
Minnesota,09/2016,6.2421305736434105
Minnesota,10/2016,7.603290922580646
Minnesota,11/2016,9.824457066666668
Minnesota,12/2016,7.983914161290323
Mississippi,01/2016,6.296705838709677
Mississippi,02/2016,5.426974827586207
Mississippi,03/2016,5.554166612244898
Mississippi,04/2016,5.676464666666666
Mississippi,05/2016,4.338341548387096
Mississippi,06/2016,4.0854386
Mississippi,07/2016,3.8214927868852455
Mississippi,08/2016,3.899516064516129
Mississippi,09/2016,5.084825100000001
Mississippi,10/2016,9.011335813953488
Mississippi,11/2016,10.313578600000001
Mississippi,12/2016,5.249420228070176
Missouri,01/2016,11.76225703686636
Missouri,02/2016,11.225631251231526
Missouri,03/2016,10.265188654377882
Missouri,04/2016,9.29731961904762
Missouri,05/2016,8.983209114285716
Missouri,06/2016,8.904080421052631
Missouri,07/2016,7.834354180094787
Missouri,08/2016,8.503974216981133
Missouri,09/2016,9.473182242857142
Missouri,10/2016,9.869380622119817
Missouri,11/2016,12.823478219047619
Missouri,12/2016,12.24279670967742
Montana,01/2016,1.3866026640316205
Montana,02/2016,0.7843534088888888
Montana,03/2016,0.9325447709251103
Montana,04/2016,0.9602094444444444
Montana,05/2016,0.9928896796536797
Montana,06/2016,1.1366771274509804
Montana,07/2016,1.3314418592592594
Montana,08/2016,1.5988301255060728
Montana,09/2016,1.262431539419087
Montana,10/2016,0.9113727901234568
Montana,11/2016,0.9354472089552238
Montana,12/2016,1.2483023270676692
Nebraska,01/2016,0.0
Nebraska,02/2016,0.0
Nebraska,03/2016,0.0
Nebraska,04/2016,0.0
Nebraska,05/2016,0.0
Nebraska,06/2016,0.0
Nebraska,07/2016,0.0
Nebraska,08/2016,0.0
Nebraska,09/2016,0.0
Nebraska,10/2016,0.0
Nebraska,11/2016,0.0
Nebraska,12/2016,0.0
Nevada,01/2016,20.293421045161292
Nevada,02/2016,19.047959862068964
Nevada,03/2016,13.338055038709676
Nevada,04/2016,11.267711846666668
Nevada,05/2016,10.42274012244898
Nevada,06/2016,11.43450908
Nevada,07/2016,12.872469612903226
Nevada,08/2016,15.145174758064519
Nevada,09/2016,16.837912898305085
Nevada,10/2016,18.15939480337079
Nevada,11/2016,22.446315412121216
Nevada,12/2016,23.250770945054942
New Hampshire,01/2016,4.339744064516129
New Hampshire,02/2016,4.2438730357142855
New Hampshire,03/2016,2.617377451612904
New Hampshire,04/2016,2.2721544333333332
New Hampshire,05/2016,2.155942366666667
New Hampshire,06/2016,2.2449631034482764
New Hampshire,07/2016,2.175893
New Hampshire,08/2016,2.0084150967741943
New Hampshire,09/2016,1.6162015999999997
New Hampshire,10/2016,2.1967287368421053
New Hampshire,11/2016,4.3465639666666664
New Hampshire,12/2016,5.713455967741935
New Jersey,01/2016,19.348959866883117
New Jersey,02/2016,16.141320299651568
New Jersey,03/2016,14.457975082142857
New Jersey,04/2016,14.362375553333331
New Jersey,05/2016,14.480152605960264
New Jersey,06/2016,11.624568356666668
New Jersey,07/2016,9.378456307189541
New Jersey,08/2016,9.243282067741934
New Jersey,09/2016,10.606315323333334
New Jersey,10/2016,12.263728652597404
New Jersey,11/2016,15.907035089999999
New Jersey,12/2016,15.71212954516129
New York,01/2016,16.187256990740742
New York,02/2016,13.710502384210528
New York,03/2016,13.682021693396226
New York,04/2016,11.511308985507249
New York,05/2016,12.636364726368159
New York,06/2016,10.642530388059699
New York,07/2016,9.890469512820514
New York,08/2016,8.983928861751153
New York,09/2016,9.303431023809523
New York,10/2016,10.71634471495327
New York,11/2016,14.28144152857143
New York,12/2016,13.578167709677418
New Mexico,01/2016,8.616762591397848
New Mexico,02/2016,8.044607301158301
New Mexico,03/2016,5.482254810035842
New Mexico,04/2016,4.507687262172285
New Mexico,05/2016,3.6064656738351246
New Mexico,06/2016,4.175627692592593
New Mexico,07/2016,4.1179586917562725
New Mexico,08/2016,4.033089702508961
New Mexico,09/2016,4.747586319391635
New Mexico,10/2016,6.784040491039427
New Mexico,11/2016,7.169364893129772
New Mexico,12/2016,9.088482863799282
Oklahoma,01/2016,8.613280672413794
Oklahoma,02/2016,7.9683335977011485
Oklahoma,03/2016,7.592868690607735
Oklahoma,04/2016,6.8735397919463095
Oklahoma,05/2016,6.304724603550296
Oklahoma,06/2016,6.97995203888889
Oklahoma,07/2016,6.573498061111112
Oklahoma,08/2016,6.613251661290322
Oklahoma,09/2016,7.0056680446927375
Oklahoma,10/2016,7.490723767295598
Oklahoma,11/2016,8.227361378531073
Oklahoma,12/2016,8.917698456521737
Ohio,01/2016,12.939070903225806
Ohio,02/2016,11.204158586206898
Ohio,03/2016,11.18804070967742
Ohio,04/2016,10.917028761904762
Ohio,05/2016,11.455643865740742
Ohio,06/2016,10.795523471153846
Ohio,07/2016,9.490181894009217
Ohio,08/2016,9.54668950462963
Ohio,09/2016,10.861675233333333
Ohio,10/2016,10.097333842857145
Ohio,11/2016,14.386202866666666
Ohio,12/2016,11.37351967281106
Oregon,01/2016,11.492036903225808
Oregon,02/2016,11.958700379310343
Oregon,03/2016,11.140170338709677
Oregon,04/2016,11.593291066666666
Oregon,05/2016,10.118507080645163
Oregon,06/2016,8.809414483333335
Oregon,07/2016,6.926650409836065
Oregon,08/2016,10.08321780645161
Oregon,09/2016,11.710231583333332
Oregon,10/2016,9.088907096774191
Oregon,11/2016,10.964406283333334
Oregon,12/2016,14.161882387096774
Pennsylvania,01/2016,12.195287122047244
Pennsylvania,02/2016,9.413442133072408
Pennsylvania,03/2016,8.115206140767825
Pennsylvania,04/2016,7.211886470919325
Pennsylvania,05/2016,6.833926081936686
Pennsylvania,06/2016,5.82431875498008
Pennsylvania,07/2016,5.476644296078431
Pennsylvania,08/2016,5.049010841897234
Pennsylvania,09/2016,5.73091600610998
Pennsylvania,10/2016,6.2247744700374525
Pennsylvania,11/2016,9.864770203592816
Pennsylvania,12/2016,8.524205552044611
Tennessee,01/2016,10.191243277419353
Tennessee,02/2016,8.821110944827586
Tennessee,03/2016,8.642641193548387
Tennessee,04/2016,8.370243526666666
Tennessee,05/2016,7.662208217741936
Tennessee,06/2016,8.378590783333333
Tennessee,07/2016,7.049226392857144
Tennessee,08/2016,7.547105803278689
Tennessee,09/2016,9.098275808333332
Tennessee,10/2016,10.351914153225808
Tennessee,11/2016,11.991375183333332
Tennessee,12/2016,8.721680685483872
Texas,01/2016,9.933618768486525
Texas,02/2016,8.740657877941176
Texas,03/2016,6.121183402338378
Texas,04/2016,6.230290963388369
Texas,05/2016,5.0503833554006965
Texas,06/2016,4.857584232272069
Texas,07/2016,3.457084325779037
Texas,08/2016,4.560778175938804
Texas,09/2016,6.001022096237337
Texas,10/2016,7.557935833097596
Texas,11/2016,8.117844043916486
Texas,12/2016,8.225329268563497
Utah,01/2016,12.531628657407408
Utah,02/2016,11.71155384137931
Utah,03/2016,5.8803429255952375
Utah,04/2016,4.06809262654321
Utah,05/2016,3.447598044619422
Utah,06/2016,3.8150473527777775
Utah,07/2016,3.67829808994709
Utah,08/2016,4.002182245098039
Utah,09/2016,3.7921575540540533
Utah,10/2016,5.750475445026178
Utah,11/2016,7.348583652912621
Utah,12/2016,11.206445202586208
Vermont,01/2016,9.845275403225807
Vermont,02/2016,7.851812051724137
Vermont,03/2016,7.296381806451613
Vermont,04/2016,6.1239393500000014
Vermont,05/2016,4.994649096774194
Vermont,06/2016,3.9122907966101694
Vermont,07/2016,3.3144975
Vermont,08/2016,4.381125979166666
Vermont,09/2016,4.352552983050848
Vermont,10/2016,4.832477516129031
Vermont,11/2016,7.6964787166666655
Vermont,12/2016,8.05787572580645
Virginia,01/2016,11.097033377777777
Virginia,02/2016,8.230246893687708
Virginia,03/2016,7.70302792721519
Virginia,04/2016,7.068177587209302
Virginia,05/2016,6.5119953137829905
Virginia,06/2016,5.835600123417722
Virginia,07/2016,5.463108663690476
Virginia,08/2016,5.7149154721407625
Virginia,09/2016,6.5585768899371075
Virginia,10/2016,7.156427522012578
Virginia,11/2016,11.228880186335404
Virginia,12/2016,8.980004194528874
West Virginia,01/2016,0.0
West Virginia,02/2016,0.0
West Virginia,03/2016,0.0
West Virginia,04/2016,0.0
West Virginia,05/2016,0.0
West Virginia,06/2016,0.0
West Virginia,07/2016,0.0
West Virginia,08/2016,0.0
West Virginia,09/2016,0.0
West Virginia,10/2016,0.0
West Virginia,11/2016,0.0
West Virginia,12/2016,0.0
Washington,01/2016,17.0804791512605
Washington,02/2016,15.610921801801801
Washington,03/2016,13.636054076923077
Washington,04/2016,14.318484120689655
Washington,05/2016,11.999167139344262
Washington,06/2016,10.502801426086956
Washington,07/2016,9.653880137096772
Washington,08/2016,13.050786219512196
Washington,09/2016,12.201409041666667
Washington,10/2016,12.890461731707317
Washington,11/2016,14.044458767857142
Washington,12/2016,14.185762593495934
Wisconsin,01/2016,16.47288061290323
Wisconsin,02/2016,13.903786931034482
Wisconsin,03/2016,12.48901701612903
Wisconsin,04/2016,11.110958066666667
Wisconsin,05/2016,10.08909057142857
Wisconsin,06/2016,6.465832833333333
Wisconsin,07/2016,5.50099329032258
Wisconsin,08/2016,6.819787698924731
Wisconsin,09/2016,9.094904393442622
Wisconsin,10/2016,11.641872919354839
Wisconsin,11/2016,15.070880875
Wisconsin,12/2016,13.21291406451613
Wyoming,01/2016,3.8573528834019206
Wyoming,02/2016,2.30646879671151
Wyoming,03/2016,2.081070858938548
Wyoming,04/2016,1.9946678161559888
Wyoming,05/2016,1.7497729865229108
Wyoming,06/2016,2.278442620448179
Wyoming,07/2016,2.1886975970149254
Wyoming,08/2016,2.529086398016997
Wyoming,09/2016,2.126407285106383
Wyoming,10/2016,2.4669850094979644
Wyoming,11/2016,3.0226383456425405
Wyoming,12/2016,3.0415495072463767
